Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55211.327,768.2380288933491,42415441.02706614
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55715.445,769.2569925435511,42859495.65892563
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57585.985,780.1586761507049,44926205.82243435
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58141.829,775.8164183148955,45107385.52905712
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58698.135,776.4032090387087,45573420.37858734
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58840.723,780.8414934301112,45945278.02182749
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58813.447,789.3300554121176,46423221.37948764
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58649.328,791.9630356266463,46448099.840342864
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58470.874,787.3244318153802,46035547.64979869
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57719.992,806.647438429756,46559683.692986004
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56518.295,811.3123107792956,45853988.5177559
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56869.317,920.2806546937102,52335732.28074414
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55103.192,754.7064658155304,41586735.28947461
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55645.036,754.331962390551,41974829.203172855
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57429.132,766.6299610844068,44026893.23027126
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58010.622,757.8707210405714,43964551.92315204
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58521.092,761.2395610705017,44548570.38744645
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58669.546,766.070145533135,44944987.64258296
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58626.388,779.2524124694705,45684754.28337122
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58449.03,779.6630289789699,45570547.77068268
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58269.782,771.8167488277553,44973593.69814206
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57519.879,788.4247643568428,45350097.046409115
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56308.035,794.9383317035146,44761415.40440311
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Средний по возрасту,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56591.9,915.0656588100946,51785304.256814994
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,54599.802,759.9553306456182,41493410.58209529
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55111.26,759.8545881333525,41876543.76881011
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56917.872,771.9979360062092,43940479.70586561
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57490.873,764.7946351706718,43968711.241678424
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58023.063,767.4857221471829,44531872.40774649
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58160.404,773.933374672823,45012277.74005476
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58113.834,784.6459074528715,45598782.01449554
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57972.459,786.5190185482538,45596441.55550889
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57779.489,780.5414321433306,45099285.09256981
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56945.805,799.1035592953474,45505595.46243879
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55779.909,803.8874875223775,44840770.90023685
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",200.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Открыт давно,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,56094.553,918.1745739169675,51504592.299837746
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,77199.951,1063.4582496195708,82098924.76117663
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,77376.735,1064.428242018979,82361982.00921841
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,79963.912,1080.564170018874,86406138.20174228
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80854.661,1084.8298667566755,87713551.11928616
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81464.393,1090.1662055146653,88809728.20136546
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81281.749,1090.425600853984,88631699.9917877
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81343.214,1091.0931455218674,88753023.23011841
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81345.345,1086.2778172600028,88363643.81086189
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81536.405,1076.2595433926008,87754334.01517417
