Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,12,Новый,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,70628.052,1423.1795590673714,100516399.90314737
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,1,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,68357.686,1228.5510991369943,83980910.26976153
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,2,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,69029.614,1233.3779435028327,85139603.35611436
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,3,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72239.676,1251.0898698058998,90378326.8416604
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72896.519,1208.4065027424301,88088627.5868871
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,73300.825,1189.3318709382263,87179007.33856551
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72939.147,1161.5495713478463,84722434.93232754
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,73169.563,1146.6416943537452,83899271.69344309
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,73521.187,1152.1214088344877,84705333.54562382
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,9,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,75164.063,1179.0589792031415,88622863.3935406
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,10,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,73580.68,1227.9977690677026,90356910.88648452
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,11,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72090.074,1255.516869254632,90510304.01281473
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,12,Средний по возрасту,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,71947.901,1467.4737970165359,105581659.4678398
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,1,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,68174.789,1294.600263229195,88259099.78499483
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,2,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,68747.927,1292.0368497770676,88824855.0297838
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,3,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,71787.381,1302.6001933636744,93510256.37167175
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72319.265,1261.4460186556053,91226848.90634966
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72791.51,1251.5955684192,91105531.33454187
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72392.799,1226.894697975458,88818341.26470304
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72641.205,1204.8051799335776,87518500.0606169
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72882.599,1204.5108157557875,87787878.77589194
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,9,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,74425.163,1226.4810106205484,91281049.13183905
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,10,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,72942.422,1285.2844649047186,93751761.82912418
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,11,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,71554.72,1314.1829054732582,94035989.82992546
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",340.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,12,Открыт давно,Средний,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,71503.197,1524.0139088393062,108971866.75447695
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,1,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,74548.054,1227.0586716354521,91474836.11424796
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,2,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,75193.078,1235.9818062565062,92937276.36442634
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,3,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77165.417,1254.746901962914,96823067.91942638
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77681.638,1226.3158389891748,95262223.07802337
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77858.645,1213.289399329533,94465068.62466134
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77714.652,1195.602757619506,92915852.23864026
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77745.477,1196.4423769760244,93017983.30101484
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,78026.924,1194.275076971663,93185610.6659621
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,9,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,78874.538,1210.9466112593707,95512854.50574847
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,10,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,78285.451,1248.9571016026632,97775169.97861731
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, Рочдельская улица, 15С13",629.8,https://www.cian.ru/rent/commercial/306607073/?context=4.WysWzeexRQ8.WvfBJq0_Vc6CULY1smjOtB544VA3DWDjNIZju68PnQZ9rogCIhGlARxabfWw5cGNl55B_O4G2gjXflBDNEY80AsDH3ia-MHl-DphukmZvg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,11,Новый,Большой,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,2,2,4,0,77088.092,1281.9747211830424,98824985.24823274
